Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1771611779	207	878	12168	0	254976	6593	0	54	0	28742104	23914	925768	3118	1	3124	4	32
1771611781	208	878	12168	0	254976	6593	0	54	0	28742190	23915	925866	3119	1	3153	4	32
1771611783	211	878	12168	0	254976	6593	0	54	0	29425237	24451	932792	3154	1	3184	4	32
1771611785	213	878	12168	0	254976	6593	0	54	0	29431759	24478	939935	3187	1	3214	4	32
1771611787	215	878	12168	0	254976	6593	0	54	0	29478991	24541	955161	3233	1	3244	4	32
1771611789	217	878	12168	0	254976	6593	0	54	0	30395102	25265	969060	3286	1	3272	4	32
1771611791	219	878	12168	0	254976	6593	0	54	0	30396968	25283	971749	3307	1	3301	4	32
1771611793	221	878	12168	0	254976	6593	0	54	0	30398547	25298	973399	3322	1	3330	4	32
1771611795	223	878	12168	0	254976	6593	0	54	0	30730405	25558	978370	3340	1	3360	4	32
1771611797	225	878	12168	0	254976	6593	0	54	0	30733520	25579	986473	3360	1	3390	4	32
1771611799	227	878	12168	0	254976	6593	0	54	0	30746868	25594	990015	3366	1	3421	4	32
1771611801	229	878	12168	0	254976	6593	0	54	0	31828689	26435	996517	3397	1	3451	4	32
1771611803	231	878	12168	0	254976	6593	0	54	0	31831007	26454	1007096	3419	1	3481	4	32
1771611805	233	878	12168	0	254976	6593	0	54	0	31831179	26456	1007292	3421	1	3512	4	32
1771611807	235	878	12168	0	254976	6593	0	54	0	31834555	26475	1015214	3442	1	3542	4	32
1771611809	237	878	12168	0	254976	6593	0	54	0	32582146	27058	1022166	3477	1	3573	4	32
1771611811	238	878	12168	0	254976	6593	0	54	0	32582844	27063	1025763	3483	1	3601	4	32
1771611813	241	878	12168	0	254976	6593	0	54	0	32583877	27070	1029685	3493	1	3632	4	32
1771611815	243	878	12168	0	254976	6593	0	54	0	33104684	27483	1039536	3526	1	3663	4	32
1771611817	245	878	12168	0	254976	6593	0	54	0	33105900	27490	1049815	3538	1	3694	4	32
1771611819	247	878	12168	0	254976	6593	0	54	0	33106922	27500	1050477	3544	1	3725	4	32
1771611821	249	878	12168	0	254976	6593	0	54	0	33107989	27507	1053680	3551	1	3757	4	32
1771611823	251	878	12168	0	254976	6593	0	54	0	33564389	27869	1059793	3578	1	3789	4	32
1771611825	253	878	12168	0	254976	6593	0	54	0	33859020	28134	1074865	3630	1	3820	4	32
1771611827	255	878	12168	0	254976	6593	0	54	0	33859537	28139	1075576	3636	1	3851	4	32
1771611829	257	878	12168	0	254976	6593	0	54	0	33859683	28141	1075736	3638	1	3883	4	32
1771611831	259	878	12168	0	254976	6593	0	54	0	34651694	28755	1083050	3674	1	3914	4	32
1771611833	261	878	12168	0	254976	6593	0	54	0	34653704	28769	1090675	3690	1	3945	4	32
1771611835	263	878	12168	0	254976	6593	0	54	0	34653876	28771	1090871	3692	1	3977	4	32
1771611837	265	878	12168	0	254976	6593	0	54	0	35336054	29301	1098587	3723	2	4008	4	32
1771611839	267	878	12168	0	254976	6593	0	54	0	35411625	29381	1110737	3771	2	4038	4	32
1771611841	269	878	12168	0	254976	6593	0	54	0	35412363	29388	1111727	3777	2	4068	4	32
1771611843	271	878	12168	0	254976	6593	0	54	0	36013460	29864	1118837	3813	2	4098	4	32
1771611845	273	878	12168	0	254976	6593	0	54	0	36024321	29890	1130360	3839	2	4124	4	32
1771611847	275	878	12168	0	254976	6593	0	54	0	36485642	30275	1152506	3890	2	4154	4	32
1771611849	277	878	12168	0	254976	6593	0	54	0	36488112	30284	1159248	3902	2	4184	4	32
1771611851	279	878	12168	0	254976	6593	0	54	0	37327120	30942	1170363	3947	2	4216	4	32
1771611853	281	878	12168	0	254976	6593	0	54	0	37328929	30958	1172079	3960	2	4245	4	32
1771611855	283	878	12168	0	254976	6593	0	54	0	37330123	30969	1173247	3971	2	4274	4	32
1771611857	285	878	12168	0	254976	6593	0	54	0	37831148	31383	1192424	4023	2	4304	4	32
1771611859	287	878	12168	0	254976	6593	0	54	0	38329496	31777	1195380	4049	2	4333	4	32
1771611861	289	878	12168	0	254976	6593	0	54	0	38330310	31783	1199187	4057	2	4362	4	32
1771611863	291	878	12168	0	254976	6593	0	54	0	38331551	31794	1203292	4069	2	4393	4	32
1771611865	293	878	12168	0	254976	6593	0	54	0	39011026	32327	1213239	4105	2	4423	4	32
1771611867	295	878	12168	0	254976	6593	0	54	0	39011840	32335	1214582	4116	2	4453	4	32
1771611869	297	878	12168	0	254976	6593	0	54	0	39909099	33036	1222261	4157	2	4484	4	32
1771611871	299	878	12168	0	254976	6593	0	54	0	39916146	33055	1231961	4174	2	4514	4	32
1771611873	301	878	12168	0	254976	6593	0	54	0	39916768	33060	1235600	4182	2	4545	4	32
1771611875	302	878	12168	0	254976	6593	0	54	0	39931923	33104	1252690	4213	2	4573	4	32
1771611877	305	878	12168	0	254976	6593	0	54	0	40380824	33464	1264380	4247	2	4603	4	32
1771611879	307	878	12168	0	254976	6593	0	54	0	40383569	33482	1274626	4267	2	4634	4	32
1771611881	309	878	12168	0	254976	6593	0	54	0	40383655	33483	1274724	4268	2	4664	4	32
1771611883	311	878	12168	0	254976	6593	0	54	0	41181377	34108	1285061	4307	2	4695	4	32
1771611885	313	878	12168	0	254976	6593	0	54	0	41190442	34138	1294668	4330	2	4726	4	32
1771611887	315	878	12168	0	254976	6593	0	54	0	41191246	34144	1298376	4337	2	4757	4	32
1771611889	317	878	12168	0	254976	6593	0	54	0	41994187	34768	1304844	4368	2	4787	4	32
1771611891	319	878	12168	0	254976	6593	0	54	0	41994896	34773	1308442	4374	2	4818	4	32
1771611893	321	874	12168	0	254976	6593	0	54	0	41998548	34795	1315888	4396	2	4849	4	32
1771611895	323	874	12168	0	254976	6593	0	54	0	42727284	35365	1326001	4433	2	4879	4	32
